class	IR	IR	IR	IR	IR	IR	IR	IR	IR+HLU	IR+HLU	IR+HLU	IR+HLU	IR+HLU	IR+HLU	IR+HLU	IR+HLU	IR+HLU	IR+HLU	sham	sham	sham	sham	sham	sham	sham	sham
subclass	IR_subcl	IR_subcl	IR_subcl	IR_subcl	IR_subcl	IR_subcl	IR_subcl	IR_subcl	IR+HLU_subcl	IR+HLU_subcl	IR+HLU_subcl	IR+HLU_subcl	IR+HLU_subcl	IR+HLU_subcl	IR+HLU_subcl	IR+HLU_subcl	IR+HLU_subcl	IR+HLU_subcl	sham_subcl	sham_subcl	sham_subcl	sham_subcl	sham_subcl	sham_subcl	sham_subcl	sham_subcl
subject	0.5_Gy	0.5_Gy	0.5_Gy	0.5_Gy	0.5_Gy	0.5_Gy	0.5_Gy	0.5_Gy	0.5_Gy	0.5_Gy	0.5_Gy	0.5_Gy	0.5_Gy	0.5_Gy	0.5_Gy	0.5_Gy	0.5_Gy	0.5_Gy	sham	sham	sham	sham	sham	sham	sham	sham
d__Bacteria.p__Actinobacteriota.c__Coriobacteriia	566.645202833	910.249408338	151.558526851	4389.49587886	903.342366757	963.959264216	1416.81284577	2067.50188266	3006.76522175	2916.66254709	607.455719675	1367.35137823	4440.4538405	1568.76674215	1178.07185095	2312.01482139	7617.42572435	941.709761859	827.789651124	2856.73728663	2263.11128604	2292.82672781	1334.89070582	1314.83794622	1569.36597615	1989.83570411
d__Bacteria.p__Verrucomicrobiota.c__Verrucomicrobiae.o__Verrucomicrobiales.f__Akkermansiaceae.g__Akkermansia	3013.52221507	54.6149645003	3300.60791809	670.883649607	10219.0605239	104583.909819	16839.8326811	1684.12405011	7062.766224	7168.06897165	23546.9019758	4801.26790764	19198.432781	2219.952937	36520.2273793	5879.5608703	8733.57420661	3000.70229203	114806.89925	42797.8281699	63711.5025091	14034.115246	38396.6479411	3707.84300835	3525.03742334	1425.15259889
d__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales	84842.2408242	19297.2874568	40078.810434	180927.736247	16006.097561	15049.105219	9175.54985832	17416.3072499	73634.4274618	1997.17232038	6953.7694226	6541.53329811	5779.12007183	2575.14540692	49753.5199186	18787.0343434	81904.5865648	2713.40100875	33066.4338822	47695.0920899	57832.3329725	19451.2333392	15592.26505	32673.7229636	4249.36018156	12369.2489715
d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Paludicola	0.0	163.844893501	404.156071603	191.681042745	112.917795845	170.110458391	40.480367022	136.920654481	0.0	0.0	175.842445169	233.071257653	16.325197943	429.190901153	114.375907859	61.2454257323	126.573539226	143.65064164	90.3043255772	106.462259129	147.594214307	251.958981078	352.262825148	65.7418973112	289.729103288	242.007045094
d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g___Eubacterium__xylanophilum_group	12131.3586607	37720.7354815	24080.965933	8299.78915085	11009.4850949	25652.6571254	11644.8522467	15417.2656945	15018.1658732	553.671534362	10774.3461858	14590.260729	4848.58378908	48572.5702615	21296.7940433	44724.472141	27017.6972821	21834.8975292	1399.71704645	1632.42130665	8954.04900128	4762.02474237	24250.5144891	578.528696338	2366.12101019	16994.2724999
d__Bacteria.p__Firmicutes.c__Bacilli.o__Erysipelotrichales.f__Erysipelatoclostridiaceae	103.026400515	0.0	0.0	210.849147019	112.917795845	34.0220916782	67.46727837	54.7682617923	172.262590829	0.0	287.742183004	217.533173809	179.577177373	73.9984312333	171.563861788	30.6227128661	241.640393068	31.9223648088	150.507209295	70.9748394194	49.1980714356	100.783592431	37.080297384	197.225691933	0.0	0.0
d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Ruminococcus	7314.87443657	4569.45202986	10322.8196622	3373.58635231	3048.7804878	4910.52189889	715.153150722	1013.21284316	1581.68378852	0.0	2126.09501886	1041.05161751	195.902375316	9087.00735544	6942.61760703	474.652049425	2255.3103353	8954.22332886	5312.90448812	6086.09248022	5706.97628653	5190.3550102	945.547583292	867.793044507	724.322758221	1962.94603243
d__Bacteria.p__Actinobacteriota.c__Coriobacteriia.o__Coriobacteriales	566.645202833	910.249408338	151.558526851	4389.49587886	903.342366757	963.959264216	1416.81284577	2067.50188266	3006.76522175	2916.66254709	607.455719675	1367.35137823	4440.4538405	1568.76674215	1178.07185095	2312.01482139	7617.42572435	941.709761859	827.789651124	2856.73728663	2263.11128604	2292.82672781	1334.89070582	1314.83794622	1569.36597615	1989.83570411
d__Bacteria.p__Desulfobacterota.c__Desulfovibrionia.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Desulfovibrio	2240.8242112	35299.4720553	35431.0156105	7149.70289438	2822.94489612	6861.12182177	11631.358791	8105.70274526	10053.8712102	17025.3996816	575.484366008	2688.08850493	18071.9941229	30368.9561781	6233.4869783	25830.2583026	11725.3124065	14923.7055481	8097.28786009	4240.74665531	26763.750861	38247.3733276	22470.6602147	2037.99881665	38968.5643923	57839.6837775
d__Bacteria.p__Actinobacteriota.c__Coriobacteriia.o__Coriobacteriales.f__Eggerthellaceae.g__Enterorhabdus	412.105602061	837.429455671	117.878854218	3335.25014376	846.883468835	861.892989181	1362.83902307	1314.43828301	1691.30543723	2056.49427049	559.498689174	1243.04670748	3460.94196392	1361.57113469	949.320035228	2174.2126135	7295.23853359	877.865032242	496.673790675	1632.42130665	1426.74407163	1713.32107133	815.766542448	1117.61225429	1279.63687286	1559.60095727
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Marinifilaceae.g__Odoribacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24868.4540215	0.0	1182.94008568	0.0	0.0	0.0	0.0	0.0	34.5200561526	17908.4466577	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria.p__Firmicutes.c__Bacilli.o__RF39.f__RF39	669.671603348	527.944656836	1667.14379536	1303.43109067	2060.74977416	612.397650208	148.428012414	355.99370165	2051.49085442	39.5479667402	1694.48174436	12150.7815656	1077.46306424	710.384939839	1830.01452574	4486.22743489	368.213932295	191.534188853	556.876674393	1242.05968984	1598.93732166	705.485147018	574.744609452	1196.50253106	1424.5014245	2043.61504746
d__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium_sensu_stricto_1	84842.2408242	19297.2874568	40078.810434	180927.736247	16006.097561	15049.105219	9175.54985832	17416.3072499	73634.4274618	1997.17232038	6953.7694226	6541.53329811	5779.12007183	2575.14540692	49753.5199186	18787.0343434	81904.5865648	2713.40100875	33066.4338822	47695.0920899	57832.3329725	19451.2333392	15592.26505	32673.7229636	4249.36018156	12369.2489715
d__Bacteria.p__Firmicutes.c__Clostridia.o__Peptostreptococcales_Tissierellales.f__Anaerovoracaceae.g__Family_XIII_AD3011_group	798.454603992	254.869834335	370.476398969	785.892275254	479.90063234	487.649980721	161.921468088	232.765112617	93.9614131797	0.0	495.55598184	326.299760714	669.333115664	147.996862467	571.879539294	199.04763363	402.733988447	63.8447296176	195.659372084	177.437098549	196.792285742	201.567184862	74.160594768	144.632174085	289.729103288	161.338030063
d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales	199459.111397	549208.083015	574036.340367	189515.046962	146200.31617	227857.288666	135352.853866	346039.570069	181971.936858	8097.44619005	144542.489929	244553.901613	39180.4750633	642454.379967	253399.823861	336007.716924	200849.193381	529639.915725	212501.128804	147680.897122	281831.152219	328932.449797	389343.122532	60245.8746959	324858.757062	269058.054801
d__Bacteria.p__Firmicutes.c__Clostridia.o__Peptostreptococcales_Tissierellales.f__Peptostreptococcaceae.g__Romboutsia	8293.62524147	2002.54869834	3014.33070071	12765.9574468	48328.8166215	30483.7941437	28916.4755094	2930.10200589	8785.3921323	6940.6681629	1230.89711618	2486.09341496	2840.58444209	902.780861046	2013.01597831	734.945108787	1898.60308839	207.495371257	2754.2819301	4844.03279038	6420.34832235	2973.11597672	4152.99330701	11373.3482348	3476.74923946	2231.8427492
d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Acetatifactor	1056.02060528	1456.39905334	1902.9015038	210.849147019	225.835591689	238.154641747	134.93455674	657.219141507	109.62164871	0.0	511.541658674	885.67077908	32.6503958861	1050.77772351	274.502178861	137.802207898	368.213932295	95.7670944264	391.318744168	372.617906952	664.173964381	327.546675401	500.584014684	0.0	313.873195229	268.896716771
d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__NK4A214_group	206.05280103	327.689787002	454.675580553	191.681042745	875.112917796	714.463925242	1227.90446633	232.765112617	297.544475069	0.0	927.169256346	1227.50862364	506.081136234	2012.75732954	354.565314362	581.831544457	310.680505374	606.524931367	210.710093013	425.849036517	196.792285742	529.113860264	296.642379072	407.599763329	603.602298518	295.786388448
d__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae	84842.2408242	19297.2874568	40078.810434	180927.736247	16006.097561	15049.105219	9175.54985832	17416.3072499	73634.4274618	1997.17232038	6953.7694226	6541.53329811	5779.12007183	2575.14540692	49753.5199186	18787.0343434	81904.5865648	2713.40100875	33066.4338822	47695.0920899	57832.3329725	19451.2333392	15592.26505	32673.7229636	4249.36018156	12369.2489715
d__Bacteria.p__Desulfobacterota.c__Desulfovibrionia.o__Desulfovibrionales	2240.8242112	35299.4720553	35431.0156105	7149.70289438	2822.94489612	6861.12182177	11631.358791	8105.70274526	10053.8712102	17025.3996816	575.484366008	2688.08850493	18071.9941229	30368.9561781	6233.4869783	25830.2583026	11725.3124065	14923.7055481	8097.28786009	4240.74665531	26763.750861	38247.3733276	22470.6602147	2037.99881665	38968.5643923	57839.6837775
d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Harryflintia	154.539600773	618.96959767	370.476398969	57.5043128235	112.917795845	158.769761165	0.0	68.4603272404	0.0	0.0	79.9283841678	15.5380838435	0.0	547.588391126	171.563861788	30.6227128661	218.6270223	462.874289727	135.456488366	141.949678839	221.39132146	176.371286755	630.365055528	26.2967589245	120.720459704	134.448358386
d__Bacteria.p__Bacteroidota	419703.799099	273202.257419	194045.433878	226011.1175	619777.551942	484349.837828	392484.14519	447196.5496	125704.710599	29542.3311549	636549.651512	502315.174493	475846.869643	175317.083278	434308.197321	374270.79665	145352.449773	350236.2255	566539.237229	643298.200788	460297.156351	467157.146816	395702.393533	637814.739333	479453.377758	430584.312566
d__Bacteria.p__Firmicutes.c__Bacilli.o__RF39.f__RF39.g__RF39	669.671603348	527.944656836	1667.14379536	1303.43109067	2060.74977416	612.397650208	148.428012414	355.99370165	2051.49085442	39.5479667402	1694.48174436	12150.7815656	1077.46306424	710.384939839	1830.01452574	4486.22743489	368.213932295	191.534188853	556.876674393	1242.05968984	1598.93732166	705.485147018	574.744609452	1196.50253106	1424.5014245	2043.61504746
d__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridia_vadinBB60_group.f__Clostridia_vadinBB60_group	23129.4269156	12033.4971782	1970.26084906	9699.06076289	18603.2068654	9991.15425616	4776.6833086	2724.72102417	17883.9889752	49.4349584252	15058.5075772	10348.3638398	12733.6543956	10389.3797451	8372.31645526	6078.60850393	16949.3475709	5793.90921279	4349.65834863	10468.7888144	7650.30010824	11741.2885182	13219.1260174	4536.19091447	22743.7346081	2904.08454113
d__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridia_vadinBB60_group.f__Clostridia_vadinBB60_group.g__Clostridia_vadinBB60_group	23129.4269156	12033.4971782	1970.26084906	9699.06076289	18603.2068654	9991.15425616	4776.6833086	2724.72102417	17883.9889752	49.4349584252	15058.5075772	10348.3638398	12733.6543956	10389.3797451	8372.31645526	6078.60850393	16949.3475709	5793.90921279	4349.65834863	10468.7888144	7650.30010824	11741.2885182	13219.1260174	4536.19091447	22743.7346081	2904.08454113
d__Bacteria.p__Firmicutes.c__Bacilli.o__Acholeplasmatales.f__Acholeplasmataceae	2858.98261429	728.19952667	286.277217385	268.353459843	9513.32429991	827.870897503	755.633517744	301.225439858	2959.78451516	0.0	5275.27335507	1009.97544983	261.203167088	0.0	549.004357722	91.8681385984	3716.6593791	462.874289727	466.572348816	692.004684339	885.565285841	201.567184862	2113.57695089	13.1483794622	1496.93370032	134.448358386
d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Lachnospiraceae_UCG_004	0.0	36.4099763335	101.039017901	19.1681042745	254.06504065	328.880219556	40.480367022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Lachnospiraceae_UCG_006	875.724404379	5243.03659203	4681.47449607	2971.05616255	536.359530262	2098.02898682	1403.3193901	2656.26069693	3445.25181659	1097.45607704	367.670567172	1289.66095901	228.552771202	5298.2876763	1612.70030081	6262.34478112	3716.6593791	18945.923514	3521.86869751	727.492104049	3345.46885762	3048.70367104	8305.98661401	972.980080205	6446.47254817	2500.73946597
d__Bacteria.p__Actinobacteriota.c__Coriobacteriia.o__Coriobacteriales.f__Atopobiaceae.g__Coriobacteriaceae_UCG_002	77.2698003863	18.2049881668	16.8398363168	421.698294039	56.4588979223	56.7034861303	53.973822696	725.679468748	1033.57554498	435.027634142	0.0	0.0	669.333115664	73.9984312333	91.500726287	15.3113564331	92.0534830737	0.0	210.710093013	1082.36630115	639.574928663	428.330267832	482.043865992	144.632174085	289.729103288	322.676060125
